titulo,texto,puntuacion,fecha,usuario,timestamp_extraccion
Sin título,"realmente horrible para iniciar tu cuenta dios mio llevo 2 horas luchando con los correos que te mandan es imposible todo el rato verificación tras verificación 
y eso que era para entrar a linkedlin...Ver más",1,2025-12-13T14:46:05.000Z,la posada de hogsmeade,2025-12-21 21:59:32
Sin título,"Parece mentira que trabajen con correo express, me dicen que no había nadie en casa y no he salido en toda la mañana. Pero que atajo mentirosos, que la gente sepa cómo trabaja correo express.",1,2025-12-10T13:50:33.000Z,Carlos Rubio,2025-12-21 21:59:32
Sin título,"El otro día (10.12.25) compré dos camas en Amazon de la empresa Mattfy, y solo me trajeron una, diciéndome que con la otra había surgido una incidencia y que por el momento tenía que esperar hasta el...Ver más",1,2025-12-20T01:18:20.000Z,Vicente,2025-12-21 21:59:32
Sin título,"Marcar un pedido como “entregado” cuando no lo ha sido es una práctica vergonzosa y totalmente inaceptable. No estamos hablando de un retraso ni de un paquete perdido, sino de una mentira direct...Ver más",1,2025-12-19T03:43:46.000Z,Faisal,2025-12-21 21:59:32
Lamentable,Texto no disponible,1,2025-12-12T22:22:03.000Z,Javi,2025-12-21 21:59:32
Amazon,Texto no disponible,5,2025-12-12T18:58:00.000Z,Lola Franco,2025-12-21 21:59:32
"Pésima atención, engaño",Texto no disponible,1,2025-12-12T15:05:04.000Z,Sofía Fondón,2025-12-21 21:59:32
No entregan los pedidos,Texto no disponible,1,2025-12-12T14:33:37.000Z,Cararil Lion,2025-12-21 21:59:32
Amazon Prime,Texto no disponible,1,2025-12-12T01:12:10.000Z,Manuel Ramírez Madueño,2025-12-21 21:59:32
Conductores de Amazon,Texto no disponible,1,2025-12-12T00:08:21.000Z,Jonathan Ortega Villarreal,2025-12-21 21:59:32
Repartidor de Amazon lanza producto sin llamar a casa,Texto no disponible,1,2025-12-11T23:19:27.000Z,Sergi Canalís Cobos,2025-12-21 21:59:32
Llevo años con la compañia y hace 5…,Texto no disponible,5,2025-12-11T22:00:39.000Z,Jorge,2025-12-21 21:59:32
Eficiencia y buena gestión,Texto no disponible,5,2025-12-11T14:16:22.000Z,Disalis,2025-12-21 21:59:32
Amazon discrimina y roba a las personas…,Texto no disponible,1,2025-12-11T04:46:10.000Z,Women's Sports Photography Jos,2025-12-21 21:59:32
Imposible contactar para un problema,Texto no disponible,1,2025-12-10T17:36:43.000Z,Inma Marin,2025-12-21 21:59:32
Parece mentira que trabajen con correo…,Texto no disponible,1,2025-12-10T13:50:33.000Z,Carlos Rubio,2025-12-21 21:59:32
No compréis en Amazon cuando el vendedor es una empresa externa a Amazon,Texto no disponible,2,2025-12-09T23:54:29.000Z,Francisco José Rodríguez,2025-12-21 21:59:32
Las entregas están funcionando muy mal…,Texto no disponible,1,2025-12-09T21:22:39.000Z,Baldo Cano,2025-12-21 21:59:32
Inaceptable,Texto no disponible,1,2025-12-09T16:35:13.000Z,David,2025-12-21 21:59:32
Me han cobrado por duplicado una compra…,Texto no disponible,1,2025-12-09T13:18:01.000Z,Teresa Díaz,2025-12-21 21:59:32
Llevo años usando Amazon y comparado…,Texto no disponible,5,2025-12-08T20:54:07.000Z,Juan Jesus Aguilera Aguilera,2025-12-21 21:59:32
Opción punto de recogida,Texto no disponible,3,2025-12-08T14:16:41.000Z,Santiago López Rodriguez,2025-12-21 21:59:32
Les compre un radiador que me llegó en…,Texto no disponible,1,2025-12-07T15:32:14.000Z,Mariluz Aramburu,2025-12-21 21:59:32
Amazon me da el PEOR trato comercial que he recibido en toda mi vida,Texto no disponible,1,2025-12-07T15:16:12.000Z,Irene Gil,2025-12-21 21:59:32
